Rec,Sent,User_ID,Rec_Lang,Sent_Lang
Ok I'm very happy I meet you,Ok,U09,english,other
?llegaste a trabajar ok,Si y tu que ase,U09,spanish,bilingual
He estado pensando en ti,"Que bien eso, Y que ase",U09,spanish,spanish
im saliendo del trabajo ahora a qu? hora termina,Ala 10:00 pm,U09,spanish,bilingual
im saliendo del trabajo ahora a qu? hora termina,Termino ala 10:00pm,U09,spanish,bilingual
im saliendo del trabajo ahora a qu? hora termina,"Ok, Ten, Finish",U09,spanish,english
Vas a tu casa cuando su acabado,Yes,U09,spanish,other
Ll?mame cuando llegues a casa,Ok,U09,spanish,other
Hi,"Yo, Hi",U09,other,bilingual
Are you up,Im good,U09,bilingual,english
"Ll?mame cuando llegues a casa, Ll?mame cuando llegues a casa quiero saber que llegaras bien, Habr?a elegido a ti hasta por di dinero para un taxi",No esta bn,U09,spanish,bilingual
qu?,"Is ok no problem, M?ndame una foto tu ya, You good sleep",U09,other,bilingual
No,Ok,U09,other,other
"Good morning, buenos d?as",Hi,U09,bilingual,other
How are you,In work end you,U09,english,english
Work,"Ok, Hi, Hi ure you",U09,other,english
buenos d?as,Bueno dÂ’as,U09,spanish,spanish
How r u,Good end you,U09,english,english
Good u work today,Yes,U09,english,other
usted en el trabajo,Si y tu,U09,spanish,bilingual
No,Ok,U09,other,other
?a qu? hora llegas,"Ala 12:40, Llego a mi casa",U09,spanish,spanish
Call que me av?same cuando llegues a casa,Ok ya llegue,U09,spanish,spanish
Good morning,Good mornign,U09,english,english
"?Puedo verte esta ma?[NAME, 3]",No,U09,spanish,other
When can I see you,Today in class ringt now,U09,english,english
Hola,Hola,U09,other,other
How r u,"In My home, Endulza, End you, Hey ure you doing",U09,english,english
In work,"you can Asher me oh please give me lend you when I see $ 60 today if I can because I need, Hey",U09,english,english
Sorry I'm still working,"Ok no problema, Problem",U09,english,bilingual
are you home,"Tes end you, Yes end you",U09,english,bilingual
No I'm still working,Ok,U09,english,other
Can I see you later later,Ok you see me later,U09,english,english
I want to see you now I'm still working,Ok,U09,english,other
Good morning,Hi,U09,english,other
How r u,Ok,U09,english,other
"Good morning, Tengo para ti, Call me","Ok, you'll want to see me where I saw the other day at the store 99",U09,bilingual,english
"Call u when I'm done, U home",I'm already sitting in my house if you want to see We Can not right now,U09,english,english
"Where, Your house",if I am at home but We Can not see on the street,U09,english,english
On street or in house,on the street if you want,U09,english,english
I'd rather see u in house r u alone,what happens is that I'm not alone at home meant,U09,english,english
Ok where u want to meet what street,"[PLACE, 5] street where there slather saw me again",U09,english,english
"[PLACE, 2] & [PLACE, 4]?",Yes,U09,bilingual,other
Ok few more minutes I will leave,as soon as there will be minute,U09,english,english
Be there 5 minutes,Ok,U09,english,other
I here,"Ok., gimme in minutes",U09,bilingual,english
Where r u,Is here,U09,english,bilingual
Where I'm right here,I'm here because,U09,english,english
"By stored, sent me more pictures",Ok,U09,english,other
envÂ’ame fotos ahora,"En cell no esta cargados cualdos cargue, You call me",U09,spanish,spanish
Later,Ok,U09,other,other
"Hello, Can I call u",In minuto,U09,bilingual,spanish
Any pictures,"Because the cell no worl, Worlk",U09,english,english
"Good morning, ?, How is your day going, What time you finish work call me","An fin?sh, Dame un tiempo te llamo ahora",U09,english,spanish
Hi,Hi a worlk to much,U09,other,bilingual
U work now,Yes and  you,U09,english,bilingual
Now I'm home,Ok,U09,english,other
What time do you finish work,Ringth now,U09,english,english
good does it take you Longhome,Ok,U09,english,other
Call me,"Ok, Hi",U09,bilingual,english
?,"Ure you, Hi",U09,other,english
Good morning,"Good mornign, Morning",U09,english,english
"I changed phone lost pictures need more, You still working",Yes,U09,english,other
Call when u. Get home,What,U09,english,other
"me llame cuando llegue a casa y, Hola, Good morning",Good morning,U09,spanish,english
How r I,Good end you,U09,english,english
"ok mejor si te veo, Yo no tengo esas fotos que me envia, favor de enviarme las mismas imagenes tan ultima hora actual","Cual, No me a cuerdos",U09,spanish,spanish
"por qu?, El que est? con usted en los cortos Quiero ver esas hermosas piernas, I have something for you",Ahora no la tengo,U09,spanish,spanish
"?qu? pas? con los que usted me envi? ?ltima vez, cuando voy a verte, Hey",La borre la foto,U09,spanish,bilingual
"?, tomar otras nuevas cuando te veo, Hola","Ok, No se cualdos",U09,spanish,bilingual
"You home, Qu? est?s haciendo, puedo llamar, You no call, Good morning",Hi,U09,bilingual,other
"Hi u back in city, Where are you, How r u, I found picture",In good,U09,english,english
Call me,I'm going to bathe now,U09,bilingual,english
I want to see you,"Later, 30 minuto",U09,english,spanish
Ok I want to see you in shower,Meybe,U09,english,other
Please now,No now,U09,english,english
In shower,No besucase My brother is Hi,U09,english,bilingual
? Call,No a good sleep,U09,bilingual,english
"You no want to see me, You no want gift",What,U09,english,other
"I want to give you something, Let me see you",I can not because I have class tomorrow,U09,english,english
"See me for five min I will give you $ but let me see you on camera now, Go in bathroom",Hi,U09,english,other
"As? q dedo quieres q me chupe, ??",Ninguno por que te estoy diciendo la verdad apenas despert?,U11,spanish,spanish
??,"Te estoy diciendo la verdad ???????, Te quiero mucho ?",U11,other,spanish
Hey wey q hace ?,aquÂ’ en la casa y tu,U11,bilingual,bilingual
Limpiando la casa,La tuya o cual,U11,spanish,spanish
La miaaa,"Aaaaaaa, Que bien, Baby",U11,bilingual,bilingual
Si compre la comoda de la ni?a .y la estoy armando,Aber mandame una foto,U11,spanish,spanish
Esq aun no termino,"Asi como esta, Si",U11,bilingual,spanish
???,"Wao que padre quedo,  Quedas
Contratada , Para mi casa",U11,other,spanish
Hahaha,"????, Y la bb",U11,other,bilingual
Jodiendo la vida,"Hay [NAME, 6] como le dices ",U11,spanish,bilingual
Ya salieron,No,U11,spanish,other
Me esperas va,"A que horas, Vas a salir, Tu",U11,spanish,spanish
A las 2,"Ok te espero, Oyes vane yo para que te estoy esperando, ?",U11,bilingual,spanish
Ya ps no me espere,Ok pues te veo  maÂ–ana,U11,bilingual,bilingual
"Ok, :)","Ok :), my love estaba oCuando cuando me mascastes lo siento bb",U11,english,spanish
" Estoy de mal humor . Y no me digas "" my love""","Ok sorry, Luego hablamos, Bye, Y luego me dices of que no te [NAME, 5] , Que por que no te [NAME, 5] , Hola que tal",U11,bilingual,spanish
Hola,Qu? tal,U11,other,bilingual
"Ah? comiendo, Y tu?","Hora le que bien y pues yo apenas llegue a [PLACE, 6] ",U11,spanish,spanish
Ok,Ok,U11,other,other
"?, Dime si no estamos guapas",Claro que si,U11,spanish,spanish
Hehe,?,U11,other,other
?,?,U11,other,other
?,?,U11,other,other
?,Lol que pasa,U11,other,spanish
?,Estas enojada,U11,other,spanish
Me tienes muy abandonada,Estoy en un ensayo por eso,U11,spanish,spanish
Trankilo,Salud,U11,other,other
Y xq?,Estornudastes cuando av?a pasado,U11,bilingual,spanish
Hahaha,"Te espero afuera, Hola, Que tal bb, Por que cuentas, Cuelga",U11,other,spanish
Llamas,"Como, ???,  Mira boy aser mi aseo y te [NAME, 5] vale ",U11,other,bilingual
Ok wey,"Ok, Que ases",U11,english,bilingual
"Apenas despert?, Voy a darme un ba?o y voy pa aya",En serio apenas despertastes,U11,spanish,spanish
Ya voy a ir a cojer el tren,Ok yo tambien apenas boy para aya,U11,spanish,spanish
Ya llegastes,"Siiii, ?, Hi",U11,bilingual,spanish
Tan tarde me escribes,"Tarde, Era temprano",U11,bilingual,spanish
Ya estaba durmiendo,Tan temprano te fuiste a tu casa,U11,spanish,spanish
Si a las 1:30,Horale que Bueno,U11,bilingual,spanish
Vamos a ir o no?,"A donde ??, Seme olvido en serio",U11,spanish,spanish
"A nj, Ya dime . Ya voy a Salir de trabajar",Cuando,U11,spanish,other
Ahora,"En serio, Si vamos",U11,other,spanish
Te llamo caundo Salga,Ok pues aquÂ’ horas sales,U11,spanish,spanish
?,????hermosa como tu,U11,other,spanish
?,????,U11,other,other
No te escucho,Como,U11,spanish,other
"?, Buuuuuu, Buuuuuuu, ????","Hola hola buenos dÂ’as?, Por que me Miras asi medas meyo",U11,spanish,spanish
Hahahah . Te keria espantar,????tan temprano me querias matar ?,U11,spanish,spanish
Siiii,Jajajajaja ?,U11,other,spanish
Ok,"Que estas asiendo, ???, Ya te fuistes, Estas ocupada",U11,other,spanish
"Estaba durmiendo, Heyyy",Todav?a,U11,spanish,other
Ya no,Que estas asiendo ahora,U11,bilingual,spanish
Limpiando el culo de ?grace,Horale,U11,spanish,other
Y tu ?,"Me [NAME, 5]stes",U11,bilingual,bilingual
Fue la ni?a,"Aaaaaa, M?rcame",U11,bilingual,bilingual
"Toy mirando tele, Al rato","?, Ok, Pues, Me tienes olvudado",U11,spanish,spanish
"Como as?, Weyyyy, ??","No hay problema, Tu ni me extra?as, ??Hola hola ?? que tengas? un bonito? d?a?te mando un besito?",U11,spanish,spanish
Gracias wey,"De nada ?, Por que cuelgas, ?, Oyes donde es eso, Buenos dÂ’asprincesa que tengas un bonito d?a y que dios te bendiga saluditos ?, Es mi hermano coraz?n, Tranquila",U11,spanish,spanish
"Q te cuesta decir eso, ???",No te enojes porfis siii?,U11,spanish,spanish
"Como no, Te hablo Al Rato ok","?ok, Dejalo, No me contestastes nunca",U11,bilingual,bilingual
Stoy trabajando,"Aaaaa ok, A que horas sales",U11,spanish,spanish
A las 1,"Asi, Asu",U11,bilingual,bilingual
Hahah pa q veas,No trabajes tanto,U11,bilingual,spanish
Prestame dinero Wey,"Para, Que",U11,spanish,spanish
Para algo .,"Cuanto, Quieres",U11,spanish,spanish
"[NUMBER, 3]",Con que ojos si ni trabajo tengo,U11,english,spanish
"Te lo Pago en 3 semanaas, Ok thank you",Lo siento mucho,U11,bilingual,spanish
"Ok luego te hablo, Cuidate","Ok Pues igual tu portate bien, ??Hola ojitos? bonitos? que ??tengas un bonito d?a y? que dios? te proteja te mando?? un besito?, que ases",U11,spanish,spanish
Aki boy a Salir,A d?nde que no invitas,U11,bilingual,spanish
Al parke,Horale tu si sales,U11,english,bilingual
Bueno Kieres venir,No era broma,U11,spanish,bilingual
Ok bey,Como,U11,english,other
Ok hay ablamos,"Ok esta bien pues cuidate chida ala bb ok, ?, ??, ?, ?",U11,spanish,bilingual
Tu culo,????,U11,bilingual,other
"Estoy jugando, Te hablo mas Al Rato","Pero me hablas, Ok Esque no me hablas ya, Te olvidas de mi ?, ??Hola buenos ??dÂ’as?ojitos preciosos que tengas un lindo d?a besitos?, Te extra?o",U11,spanish,spanish
"Ven a la
[PLACE, 12] con Zen[NAME, 4] ","Ella va air, Aya",U11,bilingual,bilingual
"Dile
Si kiere ir ","Pues yo le digo aber que me dice, Tu estas aya o que onda ?",U11,bilingual,spanish
Apenas voy pa aya,"Aaaaa ok esta bien yo le digo aber que me dice, Ella, [NAME, 4] , Que paso ??, ?, Estaba dormido perdon, Que ases",U11,spanish,spanish
Escucahndo vallenatos y tu ?,aquÂ’ pensando en ti?,U11,spanish,spanish
No mames Wey,"En serio, Bb",U11,bilingual,bilingual
"Oye . Me esperas ok, Con [NAME, 6] , Oe",Asta que horas,U11,bilingual,spanish
A las 2 y pico estoy aya,"Pero vienes ok, ??Hola? buenos dÂ’as?carita ?de ??ngel besitos ????",U11,spanish,spanish
"Chistoso te Crees no, Apurale",Ya boy esperame ?,U11,spanish,bilingual
Pa tomar un cafe,"Estoy en la [PLACE, 2], Este tren va bien lento ?",U11,bilingual,spanish
Q  class tienes ahora,"Con [NAME, 5] ",U11,spanish,bilingual
"Ven en [PLACE, 9], Estoy Aki","Si te vi, Estoy con [NAME, 5] ",U11,bilingual,bilingual
Ven a estudiar matematica,No me d?j?n ir,U11,spanish,bilingual
Burro,"Lose, Bb, Ahora no puedo hablar., Buenos dÂ’as, ?Hola? ojitos ?hermosos ??buenos? dÂ’as?",U11,other,spanish
Ya estas en la escuelA,?,U11,spanish,other
Q chingados quieres,Nada,U11,spanish,other
Fue mi hermano sorry,Aaaaa ok ntp bale,U11,bilingual,bilingual
Hola,"Hola que ta, L",U11,other,bilingual
"Buen, Bien y tu?, Que haces?",Bien gracias adi?s aquÂ’ ando afuera de mi casa sentado,U11,spanish,spanish
"Oh quien como tu, ?",Y tu que ases,U11,spanish,bilingual
"Me da gusto q Estes bien, Estoy en casa, Apenas me levante, ?",Jajajaja floja,U11,spanish,spanish
"Nomas Por hoy, ?",Jajajajaja si como no,U11,bilingual,spanish
"Si, Pero al rato voy a la libreria, Se me olvido avisarte Ayer, La hora, ?","???mala, Todo sete olvida",U11,spanish,spanish
"??, ??, ??, No",No que,U11,bilingual,bilingual
"No todo s? me olvida y no soy mala, ??, Oye vas a estudiar en el verano?","Creo que si, Nose aun si estudiare",U11,spanish,spanish
"Claro q si, Porq no, Yo quiero ir a claces de verano","Vamos, A estudiare, Vamos a estudiar",U11,spanish,spanish
Como?,Que te parece si eatudiamos,U11,other,spanish
"Oh, Pues muy bien",Siii,U11,spanish,other
Si,Y que cuentas,U11,other,spanish
"Pues ?te cuento quiero terminar hoy, Mi proyecto","Pues echale muchos ganas, Cual es tu nombre, Completo",U11,spanish,spanish
"?Gracias, [NAME, 5] [NAME, 8] [NAME, 9] ",Ok yo asi le pongo el nombre,U11,spanish,spanish
"Si, Apoco ?ya lo isistes, Eso lo q voy ir aser hoy, Que vas aser hoy?, Despues de las 2?","Ya casi termino y Pues nose que aser aun, Por que la pregunta",U11,spanish,spanish
"Aver si ?te animabas venir por aca, Para checar lo q isistes, Asi lo imprimo de una","Te urge eso verdad, ???",U11,spanish,spanish
"Quiero salir de eso?, Me tiene estresada, Lo q pasa q el nombre es archimedes y si esta ah? arquimedes lo tengo q correjir, Poreso pienso q hay mucho q hacer ??",Tranquila no pasa nada todo col calma oyes donde vero vas a estar,U11,spanish,spanish
" En [PLACE, 10] , En la [PLACE, 3], Del tren C","Asu esta un poco lejos de [PLACE, 6] ",U11,bilingual,spanish
"Mucho, Como hora y media",Si esta lejitos dame tu correo,U11,spanish,spanish
"[NAME, 5][NAME, 8][EMAIL, 8]",Ok deja y ago todo y telo mando vale,U11,english,spanish
"Ok, La imagen ?ya lo tengo, La hojaprincipal",Cual,U11,spanish,other
La que lleva la foto,Aaaa si ya se cual,U11,spanish,spanish
Si,"[EMAIL, 20], M?ndamelo ah?",U11,other,bilingual
?ya lo imprimi,En serio,U11,spanish,bilingual
"?Esto, ?ya lo ise",Por que dice poyecto,U11,bilingual,spanish
"No lo aw, Se, Asi lo puse, Porq no se",No que esta mal,U11,bilingual,bilingual
??,"?, Aun me falta esto",U11,other,spanish
:-) :-) :-) :-) 95362305873:-( :-( :-( :-( :-( :-(,Ok ahÂ’ lo voy a probar sale gracias,U12,other,spanish
De nalga,Ooo Men mala onda,U12,bilingual,bilingual
"Oo digo de nada :-D :-D :-D :-D :-D :-D, Hey","Que pa, PASÃ§",U12,bilingual,spanish
DÂ’nde ÂŽstas niÂ–o,En la casa y tu,U12,bilingual,bilingual
Q hora vas a venir,"Como asi, No entiendo",U12,spanish,spanish
"Vas a venir o como, Por favor, Q pasa","De que [NAME, 6]",U12,spanish,bilingual
"[NAME, 6], Vas a venir hoy o, O:-) O:-) O:-) O:-) O:-) O:-)",Como donde no entiendo,U12,bilingual,spanish
"Hey, :O :O","Que onda calyn donde andas, Quieres trabajar ahorita en la [PLACE, 5] de la [PLACE, 2] st",U12,english,spanish
"AllÂ’ te apuras  maÂ–ana, Eeeeeeeeeee, Feliz noche [NAME, 6]",Okey igual flz nxe manito.,U12,bilingual,bilingual
MaÂ–ana 6:00 eeeeeeee,"Okey, Eyyy [NAME, 6] yo no puedo ir de lo que te dije el prÂ’ximo sale es que estoy cansado y necesito descansar sale ahÂ’ tu si te vas... att [NAME, 8] [NAME, 8]. ",U12,bilingual,spanish
"Q pasa hermanito, Donde estas, Hola, Vas a ir a la igiecia, Donde estas, Hermanito",Donde estas,U12,spanish,spanish
"aquÂ’ en la [PLACE, 2]","Jajajajaja, Okey",U12,bilingual,bilingual
Porque mucha risa,"Apurate wey, APURATE WEY",U12,spanish,bilingual
"Asta donde estas, Pues si hermanito  Vas a ir comigo en [PLACE, 9], Donde estas Vas a venir Para Tu baterria, Ya estoy llegando en mi casa [NAME, 6], Eeeeeeee[EMO, 13][EMO, 13][EMO, 13]","Donde vas a quedar cuando te vas en en el tren D., Que parada es en cuando tu casa",U12,spanish,spanish
"En la [PLACE, 2] ave","En la [PLACE, 2] oooo",U12,bilingual,bilingual
"Yep, Vamos, Q haces, Q asemos  maÂ–ana",Nada,U12,spanish,other
"Vas a ir a la parada todavia, Lo traes mi agudifono [NAME, 6], Perdon [NAME, 6]",Por q,U12,spanish,bilingual
"Esque no tedio nada de tomar, Siii","Ooo nuay problema [NAME, 6] todo bien.",U12,spanish,spanish
Si pero eso fue un eror,"No tabien [NAME, 6]",U12,spanish,spanish
"Alli te paso el Domingo Eeeeeee, Hey manito q vas hacer  maÂ–ana, [NUMBER, 12]","Eyyy que es la tarjeta tigo o claro., Dime es que no se q es, Eyyy manito mandame en un mensaje se me olvido el nÂœmero grande., Plis, [NAME, 6].",U12,bilingual,spanish
Q pasa,"Porfa no [NAME, 6]",U12,spanish,bilingual
"[NUMBER, 12]",Gracias manito flz nxe ahÂ’ hablamos.,U12,english,spanish
"Ok, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo","Hola perdon x no responder es que estaba hablando con tu tia x Q quiero regresar cn ella yo lo amo mucho con todo mi corazÂ—n., Y ya no tengo saldo para llamarte., Flz nxe bay.",U12,spanish,spanish
"El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, Hola hola cm estÂ‡s que tal mi fer ;-o;-o;-o;-obuen noche",Hola sobrinita yo todo bien y tu.,U12,spanish,spanish
"oooo q b y q estas siendo mi tÂ’o eee aaammn manda me un tu foto si, <(')<(')<(')<(')<(')",Mmmm q paaaasooo no tengo foto.,U12,spanish,spanish
"mmmmmm claro q tenes  si anda q si esq ya no tengo saldo x resp. si, mmmmmm claro q tenes  si anda q si esq ya no tengo saldo x resp. si, [EMO, 1]Mi fer asÂ’ "," Mmmmmm los siento [NAME, 4] no tengo bn si ya no tenes saldo ps q pase un flz noche y ahÂ’ se cuidan ok Bay Bay sobrinita......",U12,spanish,spanish
feliz noche mi fer q dios lebendiga en tu vida en tu trabajo mmmmm,Mmmm gracias igual DIOSITO LINDO ME LOS BENDIGA FELIZ NOCHE. ...:-):-),U12,spanish,spanish
"El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo","Oooo nnoooo sobrinita flz nxe ahÂ’ me lo cuidas a tu ti si se siente mal o enferma no quiero que pasa algo malo ok bay bay flz nxe...., Y se cuidan mxo eeee bay",U12,spanish,spanish
"El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo",Ok bay bay,U12,spanish,english
"El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, hola hola hola feliz noche para ti;-o;-o;-o;-o;-o*&**&**&**&**&*-Â†--Â†--Â†-","Hola, Hola, Qtl, Cm, Estas, Sobrinita.",U12,spanish,bilingual
"El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo",Hola Hola,U12,spanish,bilingual
"El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo",Lo siento. Se termino mi saldo flz nxe.   :-),U12,spanish,spanish
"El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo",Sorry sobrinita  No tengo saldo pero q tengas un flz nxe ahÂ’ te cuidas y a tu tÂ’a tambien heee flz nxe....:-),U12,spanish,spanish
"El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, El numero [NUMBER, 12] ha intentado comunicarse contigo, pero su saldo es insuficiente. Te sugerimos que le llames de vuelta o le envies una recarga a su Tigo, hola como estas",Hola bien bien gracias y tu sobrina como estas.,U12,spanish,spanish
Igual bien tÂ’o,"Jejejeje ps yo me alegrÂŽ que me dices tÂ’o solo mi destino lo que falta que vamos estar juntos con tu tÂ’a. Por que yo la amo mucho y muchÂ’simo tu tÂ’a,    sobrina,   te lo prometo que yo la quiero mucho tu tia [NAME, 4] y espero tu apoyo de nosotros eee por que me dijo tu tia que eres muy buena con ella y gracias por cuidarla sii y ser tan buena con ella gracias sobrina. ",U12,spanish,spanish
"aja como siempre, Hola perdÂ—n si, Hola como esta.. tÂ’o buen dÂ’a, feliz dÂ’a para ti fer",Hola sobrina qtl como estas.,U12,spanish,spanish
eeeee mal muy mal,"Mmm y eso por que mal que PASÃ§, Que cel estas utilizado claro o tigo por que mas mensaje llega.",U12,spanish,spanish
"eeee tigo  y tu, eee  pues ya sabes q es mi vida con fer","Oo ps es diferente jijiji no solo que me dijo tu tÂ’a que no llega mensaje en claro., O si ooo ps que mal y no que me dijiste que ya terminaste con el., O aun siguen siendo novi@s.",U12,spanish,spanish
nel en el dÂ’a viernes terminamos de una vez y para siempre,Eeee no te creo sobrina y eso x q o como.,U12,spanish,spanish
xq lo vi  con su novia sacando foto con ella y su hermano tambien lo vi,Okey  yo te tengo confianza aver cuÂŽntame quien es su novia.     A y una pregunta y sabes si su hermano tiene novia dime Okey.,U12,spanish,spanish
"y tu como esta.;-o;-o;-o, su hermana la [NAME, 5]  [NAME, 5] ",Su hermano,U12,spanish,spanish
aaaaa su hermano no tiene novia solo amigas,O siii y como sbs q el tiene novia.,U12,spanish,spanish
"x me ba  contar, puesi fer, feliz tarde para ti fer",O entonces el te contÂ’ q ya tiene novia mmm ps q mal de verdad por que un chavo asi solo querÂ’a aaprovechar. De un chica ps para mi es muy mal yo por mi parte no le darÂ’a mi espalda a la persona que le dije te amo ps por ejemplo yo si de verdad la Amo con toda mi alma tu tÂ’a pero aver ella que me va a decir.   Pero bn tu tranquilizate si tu de verdad lo amaste el que se arrepinta algÂ’n dÂ’a es el animo sii...,U12,spanish,spanish
aja gracias mi fer  y como bas  con mi tÂ’a,Ps la verdad por ahora no se que le esta pasando ella por que cada vez que lo llamÂ’ como que ella no tiene ganas de hablar conmigo no se que le PASÃ§ pero yo nunca me doy por vencido yo voy a Seguir con ella esta que el distinto que dice..,U12,spanish,spanish
oooooo q mal si es asÂ’,Aja pero bueno que se ase nada ella me dijo que va a  venir por aki por eso yo me vine por que tansifuera no me dijo nada yo nunca lo dejarÂ’a por que la amo demasiado tu tÂ’a no se que ago si ella me dijo una respuesta negativa.,U12,bilingual,spanish
Oooooo si te ba  dejar voy enojar con ella,Gracias por apoyarme tu si eres tan buena. Onda y porfa si ella se sinte triste preguntale que le PASÃ§ tal vez la puedes apoyar en algo decirle algunos Consejos para que no se siente solita apoyan entrÂŽ ustedes mismo Okey y ella donde esta mi chiquita. Lo as visto o no.,U12,spanish,spanish
se fue apastoriar,Sii y solita no creo,U12,bilingual,bilingual
esta acompÂ’ada mi abuela,O sii solo q me preocupa por ella por que suena algo raro no suena que soy celos pero  ya sabes ella esta en una situaciÂ’n muy complicado y por eso estoy preoCuando por ella no quiero que pasa algo mal a ustedes en todo la familia cuidanse. Mucho sii...,U12,spanish,spanish
gracias mi fer y tu tambien ciudate mucho si,Okey gracias sobrina igual cuidanse ba bay flz trd.,U12,spanish,spanish
Igual feliz tarde si bay bay;-o;-o;-o;-o;-o,:-):-):-),U12,spanish,other
